character,event_summary,book,paragraph_num
Dumbledore,and I know Dumbledore doesn't want that.,05 Harry Potter And The Order Of The Phoenix,2609
Something Malfoy,"Something Malfoy said on the train made us think he knew it was you, and his father was on the platform, Sirius - you know, Lucius Malfoy - so don't come up here, whatever you do.",05 Harry Potter And The Order Of The Phoenix,2613
Lucius Malfoy - so,"Something Malfoy said on the train made us think he knew it was you, and his father was on the platform, Sirius - you know, Lucius Malfoy - so don't come up here, whatever you do.",05 Harry Potter And The Order Of The Phoenix,2613
Malfoy,If Malfoy recognises you again -',05 Harry Potter And The Order Of The Phoenix,2613
Sirius,"'All right, all right, I've got the point,' said Sirius.",05 Harry Potter And The Order Of The Phoenix,2614
James,The risk would've been what made it fun for James.',05 Harry Potter And The Order Of The Phoenix,2617
Harry,"'Well, I'd better get going, I can hear Kreacher coming down the stairs,' said Sirius, but Harry was sure he was lying.",05 Harry Potter And The Order Of The Phoenix,2618
Percy,They had expected to have to comb Hermione's Daily Prophet carefully next morning to find the article Percy had mentioned in his letter.,05 Harry Potter And The Order Of The Phoenix,2620
Harry,"'Umbridge - “High Inquisitor”?' said Harry darkly, his half-eaten piece of toast slipping from his fingers.",05 Harry Potter And The Order Of The Phoenix,2621
Percy Weasley,"'“The Minister has been growing uneasy about goings-on at Hogwarts for some time,” said junior Assistant to the Minister, Percy Weasley.",05 Harry Potter And The Order Of The Phoenix,2623
Weasley,"'“That's how Dolores Umbridge came to be appointed to the teaching staff at Hogwarts,” said Weasley last night.",05 Harry Potter And The Order Of The Phoenix,2625
Hogwarts,"'“That's how Dolores Umbridge came to be appointed to the teaching staff at Hogwarts,” said Weasley last night.",05 Harry Potter And The Order Of The Phoenix,2625
Dumbledore,"“Dumbledore couldn't find anyone so the Minister put in Umbridge, and of course, she's been an immediate success —”'",05 Harry Potter And The Order Of The Phoenix,2625
Hogwarts,"'“— an immediate success, totally revolutionising the teaching of Defence Against the Dark Arts and providing the Minister with on-the-ground feedback about what's really happening at Hogwarts.”",05 Harry Potter And The Order Of The Phoenix,2627
Weasley,"'“This is an exciting new phase in the Minister's plan to get to grips with what some are calling the falling standards at Hogwarts,” said Weasley.",05 Harry Potter And The Order Of The Phoenix,2629
Hogwarts,"'“This is an exciting new phase in the Minister's plan to get to grips with what some are calling the falling standards at Hogwarts,” said Weasley.",05 Harry Potter And The Order Of The Phoenix,2629
Umbridge,Professor Umbridge has been offered this position in addition to her own teaching post and we are delighted to say that she has accepted.”,05 Harry Potter And The Order Of The Phoenix,2629
Rubeus Hagrid,"'Among those eccentric decisions are undoubtedly the controversial staff appointments previously described in this newspaper, which have included the employment of werewolf Remus Lupin, half-giant Rubeus Hagrid and delusional ex-Auror, “Mad-Eye” Moody.",05 Harry Potter And The Order Of The Phoenix,2632
Remus Lupin,"'Among those eccentric decisions are undoubtedly the controversial staff appointments previously described in this newspaper, which have included the employment of werewolf Remus Lupin, half-giant Rubeus Hagrid and delusional ex-Auror, “Mad-Eye” Moody.",05 Harry Potter And The Order Of The Phoenix,2632
Hogwarts,"'“I think the appointment of the Inquisitor is a first step towards ensuring that Hogwarts has a headmaster in whom we can all repose our confidence,” said a Ministry insider last night.",05 Harry Potter And The Order Of The Phoenix,2634
Madam Marchbanks,"'“Hogwarts is a school, not an outpost of Cornelius Fudge's office,” said Madam Marchbanks.",05 Harry Potter And The Order Of The Phoenix,2636
Albus Dumbledore,"“This is a further, disgusting attempt to discredit Albus Dumbledore.”",05 Harry Potter And The Order Of The Phoenix,2636
Hermione,Hermione was breathing fast and her eyes were very bright.,05 Harry Potter And The Order Of The Phoenix,2639
Harry,"Determined not to give Snape an excuse to fail him this lesson, Harry read and reread every line of instructions on the blackboard at least three times before acting on them.",05 Harry Potter And The Order Of The Phoenix,2650
Hermione,"His Strengthening Solution was not precisely the clear turquoise shade of Hermione's but it was at least blue rather than pink, like Neville's, and he delivered a flask of it to Snape's desk at the end of the lesson with a feeling of mingled defiance and relief.",05 Harry Potter And The Order Of The Phoenix,2650
Strengthening Solution,"His Strengthening Solution was not precisely the clear turquoise shade of Hermione's but it was at least blue rather than pink, like Neville's, and he delivered a flask of it to Snape's desk at the end of the lesson with a feeling of mingled defiance and relief.",05 Harry Potter And The Order Of The Phoenix,2650
Harry,"When neither Ron nor Harry answered, she pressed on, 'I mean, all right, I didn't expect the top grade, not if he's marking to OWL standard, but a pass is quite encouraging at this stage, wouldn't you say?'",05 Harry Potter And The Order Of The Phoenix,2652
Ron,"When neither Ron nor Harry answered, she pressed on, 'I mean, all right, I didn't expect the top grade, not if he's marking to OWL standard, but a pass is quite encouraging at this stage, wouldn't you say?'",05 Harry Potter And The Order Of The Phoenix,2652
Ron,"'Hermione,' said Ron sharply 'if you want to know what grades we got, ask.'",05 Harry Potter And The Order Of The Phoenix,2655
Harry,Harry felt his face grow warm and faked a small coughing fit over his roll.,05 Harry Potter And The Order Of The Phoenix,2660
Hermione,"They all laughed except Hermione, who ploughed on, 'So, after “E” it's “A” for “Acceptable”, and that's the last pass grade, isn't it?'",05 Harry Potter And The Order Of The Phoenix,2663
George,"'I can't see old Flitwick getting marked down,' said George, 'he usually gets everyone through their exams all right.'",05 Harry Potter And The Order Of The Phoenix,2671
Angelina'll,Angelina'll do her nut if you miss any more Quidditch practices.',05 Harry Potter And The Order Of The Phoenix,2672
Harry,But Harry did not have to wait for Defence Against the Dark Arts to meet Professor Umbridge.,05 Harry Potter And The Order Of The Phoenix,2673
Umbridge,But Harry did not have to wait for Defence Against the Dark Arts to meet Professor Umbridge.,05 Harry Potter And The Order Of The Phoenix,2673
Trelawney,"Professor Trelawney nodded curtly and, looking very disgruntled, turned her back on Professor Umbridge and continued to give out books.",05 Harry Potter And The Order Of The Phoenix,2675
Umbridge,"Professor Trelawney nodded curtly and, looking very disgruntled, turned her back on Professor Umbridge and continued to give out books.",05 Harry Potter And The Order Of The Phoenix,2675
Trelawney,Professor Trelawney pulled her shawls tight about her with slightly trembling hands and surveyed the class through her hugely magnifying lenses.,05 Harry Potter And The Order Of The Phoenix,2676
Ron,"Think of a dream, quick,' he told Ron, 'in case the old toad comes our way.'",05 Harry Potter And The Order Of The Phoenix,2680
Ron,"'I did it last time,' Ron protested, 'it's your turn, you tell me one.'",05 Harry Potter And The Order Of The Phoenix,2681
Umbridge,Professor Umbridge was now standing at Professor Trelawneys shoulder making notes while the Divination teacher questioned Neville about his dream diary.,05 Harry Potter And The Order Of The Phoenix,2684
Trelawneys,Professor Umbridge was now standing at Professor Trelawneys shoulder making notes while the Divination teacher questioned Neville about his dream diary.,05 Harry Potter And The Order Of The Phoenix,2684
Ron,"Ron said, immersed in calculations.",05 Harry Potter And The Order Of The Phoenix,2685
Trelawney,"Professor Trelawney scowled at her, arms crossed and shoulders hunched as though wishing to protect herself as much as possible from the indignity of the inspection.",05 Harry Potter And The Order Of The Phoenix,2688
Umbridge,"'Quite a period,' said Professor Umbridge, making a note on her clipboard.",05 Harry Potter And The Order Of The Phoenix,2689
Dumbledore,'So it was Professor Dumbledore who appointed you?',05 Harry Potter And The Order Of The Phoenix,2689
Seer Cassandra Trelawney,'And you are a great-great-granddaughter of the celebrated Seer Cassandra Trelawney?',05 Harry Potter And The Order Of The Phoenix,2690
Harry,Harry and Ron were not the only people now watching and listening sneakily from behind their books.,05 Harry Potter And The Order Of The Phoenix,2697
Ron,Harry and Ron were not the only people now watching and listening sneakily from behind their books.,05 Harry Potter And The Order Of The Phoenix,2697
Trelawney,"'I - but - but… wait!' said Professor Trelawney suddenly, in an attempt at her usual ethereal voice, though the mystical effect was ruined somewhat by the way it was shaking with anger.",05 Harry Potter And The Order Of The Phoenix,2700
Trelawney,Professor Trelawney finished dramatically.,05 Harry Potter And The Order Of The Phoenix,2702
Trelawney,Professor Umbridge surveyed Professor Trelawney.,05 Harry Potter And The Order Of The Phoenix,2703
Umbridge,Professor Umbridge surveyed Professor Trelawney.,05 Harry Potter And The Order Of The Phoenix,2703
Trelawney,"She turned away, leaving Professor Trelawney standing rooted to the spot, her chest heaving.",05 Harry Potter And The Order Of The Phoenix,2705
Harry,"'Well?' she said, snapping her long fingers under Harry's nose, uncharacteristically brisk.",05 Harry Potter And The Order Of The Phoenix,2706
Umbridge,"All the while, Professor Umbridge stood a few feet away, making notes on that clipboard, and when the bell rang she descended the silver ladder first and was waiting for them all when they reached their Defence Against the Dark Arts lesson ten minutes later.",05 Harry Potter And The Order Of The Phoenix,2707
lesson,"lesson, I would like you all to turn to page nineteen today and commence “Chapter Two, Common Defensive Theories and their Derivation”.",05 Harry Potter And The Order Of The Phoenix,2710
Umbridge,"Professor Umbridge had noticed, too, and what was more, she seemed to have worked out a strategy for just such an eventuality.",05 Harry Potter And The Order Of The Phoenix,2712
Slinkhard,"'Well, then, you should be able to tell me what Slinkhard says about counter-jinxes in Chapter Fifteen.'",05 Harry Potter And The Order Of The Phoenix,2714
