character,event_summary,book,paragraph_num,event_type,chapter_estimate
Dursleys,"The Dursleys really were astonishingly stupid about their son, Dudley.",Harry Potter And The Order Of The Phoenix,11,unknown,1
Dudley,"The Dursleys really were astonishingly stupid about their son, Dudley.",Harry Potter And The Order Of The Phoenix,11,unknown,1
Harry,"Harry knew perfectly well that Dudley had not been to tea anywhere; he and his gang spent every evening vandalising the play park, smoking on street corners and throwing stones at passing cars and children.",Harry Potter And The Order Of The Phoenix,11,unknown,1
Dudley,"Harry knew perfectly well that Dudley had not been to tea anywhere; he and his gang spent every evening vandalising the play park, smoking on street corners and throwing stones at passing cars and children.",Harry Potter And The Order Of The Phoenix,11,unknown,1
Harry,"Harry had seen them at it during his evening walks around Little Whinging; he had spent most of the holidays wandering the streets, scavenging newspapers from bins along the way.",Harry Potter And The Order Of The Phoenix,11,unknown,1
Mary Dorkins,Mary Dorkins went to find out more.',Harry Potter And The Order Of The Phoenix,17,unknown,1
Harry,Harry felt as though his head had been split in two.,Harry Potter And The Order Of The Phoenix,21,unknown,1
Harry,Uncle Vernon snarled into Harry's ear.,Harry Potter And The Order Of The Phoenix,22,unknown,1
Uncle Vernon,Uncle Vernon snarled into Harry's ear.,Harry Potter And The Order Of The Phoenix,22,unknown,1
Harry,"Harry moved a few steps closer, taking care to stop just short of the point at which Uncle Vernon's outstretched hands could resume their strangling.",Harry Potter And The Order Of The Phoenix,27,unknown,1
Uncle Vernon'S,"Harry moved a few steps closer, taking care to stop just short of the point at which Uncle Vernon's outstretched hands could resume their strangling.",Harry Potter And The Order Of The Phoenix,27,unknown,1
Uncle Vernon,"'What the devil do you mean by it, boy?' asked Uncle Vernon in a croaky voice that trembled with fury.",Harry Potter And The Order Of The Phoenix,28,unknown,1
Harry,"'Listening to the news,' said Harry in a resigned voice.",Harry Potter And The Order Of The Phoenix,33,unknown,1
Harry,"'Careful, Vernon!' breathed Aunt Petunia, and Uncle Vernon lowered his voice so that Harry could barely hear him,'- that your lot don't get on our news!'",Harry Potter And The Order Of The Phoenix,35,unknown,1
Uncle Vernon,"'Careful, Vernon!' breathed Aunt Petunia, and Uncle Vernon lowered his voice so that Harry could barely hear him,'- that your lot don't get on our news!'",Harry Potter And The Order Of The Phoenix,35,unknown,1
Vernon,"'Careful, Vernon!' breathed Aunt Petunia, and Uncle Vernon lowered his voice so that Harry could barely hear him,'- that your lot don't get on our news!'",Harry Potter And The Order Of The Phoenix,35,unknown,1
Aunt Petunia,"'We know you're up to something funny,' said Aunt Petunia.",Harry Potter And The Order Of The Phoenix,40,unknown,1
Harry,Harry was sure the cracking noise had been made by someone Apparating or Disapparating.,Harry Potter And The Order Of The Phoenix,43,unknown,1
Apparating,Harry was sure the cracking noise had been made by someone Apparating or Disapparating.,Harry Potter And The Order Of The Phoenix,43,unknown,1
Dobby,Was it possible that Dobby was here in Privet Drive?,Harry Potter And The Order Of The Phoenix,43,unknown,1
Harry,"Harry merely glanced at the front page before throwing it aside these days; when the idiots who ran the paper finally realised that Voldemort was back it would be headline news, and that was the only kind Harry cared about.",Harry Potter And The Order Of The Phoenix,48,unknown,1
Harry,"As far as Harry could tell from the vague hints in their letters, Hermione and Ron were in the same place, presumably at Ron's parents' house.",Harry Potter And The Order Of The Phoenix,51,unknown,1
Hermione,"As far as Harry could tell from the vague hints in their letters, Hermione and Ron were in the same place, presumably at Ron's parents' house.",Harry Potter And The Order Of The Phoenix,51,unknown,1
Ron,"As far as Harry could tell from the vague hints in their letters, Hermione and Ron were in the same place, presumably at Ron's parents' house.",Harry Potter And The Order Of The Phoenix,51,unknown,1
Hermione,And what were Ron and Hermione busy with?,Harry Potter And The Order Of The Phoenix,52,unknown,1
Ron,And what were Ron and Hermione busy with?,Harry Potter And The Order Of The Phoenix,52,unknown,1
Dursleys,He would not be able to hide in the Dursleys' flowerbed again.,Harry Potter And The Order Of The Phoenix,57,unknown,1
Dumbledore,How could Dumbledore have forgotten him so easily?,Harry Potter And The Order Of The Phoenix,58,unknown,1
Harry,Harry knew who those people were.,Harry Potter And The Order Of The Phoenix,60,unknown,1
Dudley,"Dudley was as vast as ever, but a year's hard dieting and the discovery of a new talent had wrought quite a change in his physique.",Harry Potter And The Order Of The Phoenix,61,unknown,1
Uncle Vernon,"As Uncle Vernon delightedly told anyone who would listen, Dudley had recently become the Junior Heavyweight Inter-School Boxing Champion of the Southeast.",Harry Potter And The Order Of The Phoenix,61,unknown,1
Dudley,"As Uncle Vernon delightedly told anyone who would listen, Dudley had recently become the Junior Heavyweight Inter-School Boxing Champion of the Southeast.",Harry Potter And The Order Of The Phoenix,61,unknown,1
Harry,"The noble sport', as Uncle Vernon called it, had made Dudley even more formidable than he had seemed to Harry in their primary school days when he had served as Dudley's first punchball.",Harry Potter And The Order Of The Phoenix,61,unknown,1
Uncle Vernon,"The noble sport', as Uncle Vernon called it, had made Dudley even more formidable than he had seemed to Harry in their primary school days when he had served as Dudley's first punchball.",Harry Potter And The Order Of The Phoenix,61,unknown,1
Dudley,"The noble sport', as Uncle Vernon called it, had made Dudley even more formidable than he had seemed to Harry in their primary school days when he had served as Dudley's first punchball.",Harry Potter And The Order Of The Phoenix,61,unknown,1
Dudley,"If Dudley's friends saw him sitting here, they would be sure to make a beeline for him, and what would Dudley do then?",Harry Potter And The Order Of The Phoenix,63,unknown,1
Harry,"He wouldn't want to lose face in front of the gang, but he'd be terrified of provoking Harry… it would be really fun to watch Dudley's dilemma, to taunt him, watch him, with him powerless to respond… and if any of the others tried hitting Harry, he was ready - he had his wand.",Harry Potter And The Order Of The Phoenix,63,unknown,1
Dudley,"He wouldn't want to lose face in front of the gang, but he'd be terrified of provoking Harry… it would be really fun to watch Dudley's dilemma, to taunt him, watch him, with him powerless to respond… and if any of the others tried hitting Harry, he was ready - he had his wand.",Harry Potter And The Order Of The Phoenix,63,unknown,1
Dudley,"The voices of Dudley's gang died away; they were out of sight, heading along Magnolia Road.",Harry Potter And The Order Of The Phoenix,65,unknown,1
Harry,"Uncle Vernon had threatened to lock Harry in the shed if he came home after Dudley ever again, so, stifling a yawn, and still scowling, Harry set off towards the park gate.",Harry Potter And The Order Of The Phoenix,67,unknown,1
Uncle Vernon,"Uncle Vernon had threatened to lock Harry in the shed if he came home after Dudley ever again, so, stifling a yawn, and still scowling, Harry set off towards the park gate.",Harry Potter And The Order Of The Phoenix,67,unknown,1
Dudley,"Uncle Vernon had threatened to lock Harry in the shed if he came home after Dudley ever again, so, stifling a yawn, and still scowling, Harry set off towards the park gate.",Harry Potter And The Order Of The Phoenix,67,unknown,1
Uncle Vernon'S,"Magnolia Road, like Privet Drive, was full of large, square houses with perfectly manicured lawns, all owned by large, square owners who drove very clean cars similar to Uncle Vernon's.",Harry Potter And The Order Of The Phoenix,68,unknown,1
Privet Drive,"Magnolia Road, like Privet Drive, was full of large, square houses with perfectly manicured lawns, all owned by large, square owners who drove very clean cars similar to Uncle Vernon's.",Harry Potter And The Order Of The Phoenix,68,unknown,1
Harry,Harry waited for the rest of the gang to move on before setting off again.,Harry Potter And The Order Of The Phoenix,71,unknown,1
Dudley,"'I said, SHUT IT!' said Dudley, whose ham-like hands had curled into fists.",Harry Potter And The Order Of The Phoenix,73,unknown,1
Dud,"'Cause that's not cheek, Dud, that's true.'",Harry Potter And The Order Of The Phoenix,78,unknown,1
Dud,"'Not as stupid as you look, are you, Dud?",Harry Potter And The Order Of The Phoenix,82,unknown,1
Dudley,"'You're not allowed,' Dudley said at once.",Harry Potter And The Order Of The Phoenix,84,unknown,1
Dudley,"'He was sixteen, for your information,' snarled Dudley, 'and he was out cold for twenty minutes after I'd finished with him and he was twice as heavy as you.",Harry Potter And The Order Of The Phoenix,89,unknown,1
Dad,You just wait till I tell Dad you had that thing out -,Harry Potter And The Order Of The Phoenix,89,unknown,1
Harry,Is his ickle boxing champ frightened of nasty Harry's wand?',Harry Potter And The Order Of The Phoenix,90,unknown,1
Dudley,"'Not this brave at night, are you?' sneered Dudley.",Harry Potter And The Order Of The Phoenix,91,unknown,1
Dudley,"'I heard you last night,' said Dudley breathlessly.",Harry Potter And The Order Of The Phoenix,96,unknown,1
Harry,"Harry said again, but there was a cold, plunging sensation in his stomach.",Harry Potter And The Order Of The Phoenix,97,unknown,1
Dudley,He knew Dudley wasn't lying - how else would he know about Cedric?,Harry Potter And The Order Of The Phoenix,100,unknown,2
Dudley,"'Shut up, Dudley, I'm warning you!'",Harry Potter And The Order Of The Phoenix,102,unknown,2
Harry,"Harry could feel fourteen years' hatred of Dudley pounding in his veins - what wouldn't he give to strike now, to jinx Dudley so thoroughly he'd have to crawl home like an insect, struck dumb, sprouting feelers…",Harry Potter And The Order Of The Phoenix,104,unknown,2
Dudley,"Harry could feel fourteen years' hatred of Dudley pounding in his veins - what wouldn't he give to strike now, to jinx Dudley so thoroughly he'd have to crawl home like an insect, struck dumb, sprouting feelers…",Harry Potter And The Order Of The Phoenix,104,unknown,2
Harry,"'Don't ever talk about that again,' Harry snarled.",Harry Potter And The Order Of The Phoenix,105,unknown,2
Dudley,"Dudley gave an odd, shuddering gasp, as though he had been doused in icy water.",Harry Potter And The Order Of The Phoenix,106,unknown,2
Harry,"Harry yelled, his eyes watering with pain as he scrambled to his hands and knees, feeling around frantically in the blackness.",Harry Potter And The Order Of The Phoenix,117,unknown,2
