character,event_summary,book,paragraph_num,event_type,chapter_estimate,entities_mentioned
Greyback,"“Come on!” said Greyback to his men, and the prisoners were shunted through the gates and up the drive, between high hedges that muffled their footsteps.",Harry Potter And The Deathly Hallows,2898,dialogue,29,Greyback
Harry,"Closing his puffy eyes, he allowed the pain in his scar to overcome him for a moment, wanting to know what Voldemort was doing, whether he knew yet that Harry was caught. . . .",Harry Potter And The Deathly Hallows,2898,other,29,Harry
Greyback,“We’re here to see He-Who-Must-Not-Be-Named!” rasped Greyback.,Harry Potter And The Deathly Hallows,2902,other,30,Greyback
Harry,"Greyback seized Harry and dragged him around to face the light, forcing the other prisoners to shuffle around too.",Harry Potter And The Deathly Hallows,2904,other,30,Harry
Harry,Harry and the others were shoved and kicked up broad stone steps into a hallway lined with portraits.,Harry Potter And The Deathly Hallows,2907,other,30,Harry
Harry Potter,"If that is Harry Potter, he will know.”",Harry Potter And The Deathly Hallows,2908,other,30,Harry Potter
Harry’S,"The dreadfully familiar, drawling voice of Lucius Malfoy fell on Harry’s ears.",Harry Potter And The Deathly Hallows,2910,other,30,"Lucius Malfoy, Harry’s"
Potter,"“They say they’ve got Potter,” said Narcissa’s cold voice.",Harry Potter And The Deathly Hallows,2911,dialogue,30,"Potter, Narcissa"
Potter,"“Draco, if we are the ones who hand Potter over to the Dark Lord, everything will be forgiv –“",Harry Potter And The Deathly Hallows,2916,other,30,"Draco, Potter"
Malfoy,"“Now, we won’t be forgetting who actually caught him, I hope Mr. Malfoy?” said Greyback menacingly.",Harry Potter And The Deathly Hallows,2917,dialogue,30,"Malfoy, Greyback"
Greyback,"“Now, we won’t be forgetting who actually caught him, I hope Mr. Malfoy?” said Greyback menacingly.",Harry Potter And The Deathly Hallows,2917,dialogue,30,"Malfoy, Greyback"
Narcissa,"“We had better be certain, Lucius,” Narcissa called to her husband in her cold, clear voice.",Harry Potter And The Deathly Hallows,2924,other,30,"Lucius, Narcissa"
Lucius,"“We had better be certain, Lucius,” Narcissa called to her husband in her cold, clear voice.",Harry Potter And The Deathly Hallows,2924,other,30,"Lucius, Narcissa"
Potter,"“Completely sure that it is Potter, before we summon the Dark Lord . . .",Harry Potter And The Deathly Hallows,2924,other,30,Potter
Dolohov,Remember what he did to Rowle and Dolohov?”,Harry Potter And The Deathly Hallows,2924,other,30,"Rowle, Dolohov"
Harry’S,"A woman spoke, and the sound of the voice wound Harry’s fear to an even higher pitch.",Harry Potter And The Deathly Hallows,2929,emotional,30,Harry’s
Potter,"cried Lucius, “And beside her, we think, Potter!",Harry Potter And The Deathly Hallows,2932,emotional,30,"Lucius, Potter"
Lucius,"cried Lucius, “And beside her, we think, Potter!",Harry Potter And The Deathly Hallows,2932,emotional,30,"Lucius, Potter"
Potter,"Potter has been brought to my house, and it is therefore upon my authority –“",Harry Potter And The Deathly Hallows,2933,other,30,Potter
Lucius,"“You lost your authority when you lost your wand, Lucius!",Harry Potter And The Deathly Hallows,2934,magic,30,Lucius
Potter,"“Begging your pardon, Mr. Malfoy,” interjected Greyback, “but it’s us that caught Potter, and it’s us that’ll be claiming the gold –“",Harry Potter And The Deathly Hallows,2936,other,30,"Malfoy, Greyback, Potter"
Malfoy,"“Begging your pardon, Mr. Malfoy,” interjected Greyback, “but it’s us that caught Potter, and it’s us that’ll be claiming the gold –“",Harry Potter And The Deathly Hallows,2936,other,30,"Malfoy, Greyback, Potter"
Greyback,"“Begging your pardon, Mr. Malfoy,” interjected Greyback, “but it’s us that caught Potter, and it’s us that’ll be claiming the gold –“",Harry Potter And The Deathly Hallows,2936,other,30,"Malfoy, Greyback, Potter"
Harry’S,Bellatrix strode out of Harry’s limited line of vision.,Harry Potter And The Deathly Hallows,2940,other,30,Harry’s
Harry,There was a bang and a flash of red light; Harry knew that the Snatcher had been Stunned.,Harry Potter And The Deathly Hallows,2942,other,30,"Harry, Snatcher"
Snatcher,There was a bang and a flash of red light; Harry knew that the Snatcher had been Stunned.,Harry Potter And The Deathly Hallows,2942,other,30,"Harry, Snatcher"
Harry,"They were no match for her, even thought there were four of them against one of her: She was a witch, as Harry knew, with prodigious skill and no conscience.",Harry Potter And The Deathly Hallows,2943,other,30,Harry
Greyback,"They fell where they stood, all except Greyback, who had been forced into a kneeling position, his arms outstretched.",Harry Potter And The Deathly Hallows,2943,other,30,Greyback
Greyback,"“It was in their tent,” rasped Greyback.",Harry Potter And The Deathly Hallows,2946,other,30,Greyback
Potter,“The Dark Lord wishes to dispose of Potter himself. . . .,Harry Potter And The Deathly Hallows,2952,other,30,Potter
Greyback,"“Take these prisoners down to the cellar, Greyback.”",Harry Potter And The Deathly Hallows,2956,other,30,Greyback
Greyback,"Take them downstairs, Greyback, and make sure they are secure, but do nothing more to them – yet.”",Harry Potter And The Deathly Hallows,2959,other,30,Greyback
Harry,Harry could feel Ron shaking.,Harry Potter And The Deathly Hallows,2962,other,30,"Harry, Ron"
Ron,Harry could feel Ron shaking.,Harry Potter And The Deathly Hallows,2962,other,30,"Harry, Ron"
Ron,"Ron, we need to work out a way –“",Harry Potter And The Deathly Hallows,2964,other,30,Ron
Ron,"Hermione screamed again; Ron struggled harder than ever, and the rusty nail slipped onto Harry’s wrist.",Harry Potter And The Deathly Hallows,2975,other,30,"Ron, Harry’s"
Harry’S,"Hermione screamed again; Ron struggled harder than ever, and the rusty nail slipped onto Harry’s wrist.",Harry Potter And The Deathly Hallows,2975,other,30,"Ron, Harry’s"
Dean,"Craning around, he caught sight of their fellow prisoners: Dean and Griphook the goblin, who seemed barely conscious, kept standing by the ropes that bound him to the humans.",Harry Potter And The Deathly Hallows,2978,movement,30,Dean
Gringotts,You have been inside my vault at Gringotts!,Harry Potter And The Deathly Hallows,2980,other,30,Gringotts
Harry,Hermione was screaming again: The sound went through Harry like physical pain.,Harry Potter And The Deathly Hallows,2984,movement,30,Harry
Harry,"Hermione’s screams echoed off the walls upstairs, Ron was half sobbing as he pounded the walls with his fists, and Harry in utter desperation seized Hagrid’s pouch from around his neck and groped inside it: He pulled out Dumbledore’s Snitch and shook it, hoping for he did not know what – nothing happened – he waved the broken halves of the phoenix wand, but they were lifeless – the mirror fragment fell sparkling to the floor, and he saw a gleam of brightest blue –",Harry Potter And The Deathly Hallows,2986,magic,30,"Hermione, Ron, Harry, Hagrid, Dumbledore’s Snitch"
Ron,"Hermione’s screams echoed off the walls upstairs, Ron was half sobbing as he pounded the walls with his fists, and Harry in utter desperation seized Hagrid’s pouch from around his neck and groped inside it: He pulled out Dumbledore’s Snitch and shook it, hoping for he did not know what – nothing happened – he waved the broken halves of the phoenix wand, but they were lifeless – the mirror fragment fell sparkling to the floor, and he saw a gleam of brightest blue –",Harry Potter And The Deathly Hallows,2986,magic,30,"Hermione, Ron, Harry, Hagrid, Dumbledore’s Snitch"
Hermione,"He tilted the shard of mirror this way and that, and saw nothing reflected there but the walls and ceiling of their prison, and upstairs Hermione was screaming worse than ever, and next to him Ron was bellowing, “HERMIONE! HERMIONE!”",Harry Potter And The Deathly Hallows,2989,other,30,"Hermione, Ron"
Ron,"He tilted the shard of mirror this way and that, and saw nothing reflected there but the walls and ceiling of their prison, and upstairs Hermione was screaming worse than ever, and next to him Ron was bellowing, “HERMIONE! HERMIONE!”",Harry Potter And The Deathly Hallows,2989,other,30,"Hermione, Ron"
Ron,"They did as they were bidden; as the lock turned, Ron clicked the Deluminator and the lights whisked back into his pocket, restoring the cellar’s darkness.",Harry Potter And The Deathly Hallows,2998,other,30,Ron
Malfoy,"The door flew open; Malfoy marched inside, wand held out in front of him, pale and determined.",Harry Potter And The Deathly Hallows,2998,magic,30,Malfoy
Griphook,"He seized the little goblin by the arm and backed out again, dragging Griphook with him.",Harry Potter And The Deathly Hallows,2998,other,30,Griphook
Ron,Ron clicked the Deluminator.,Harry Potter And The Deathly Hallows,2999,other,30,Ron
Dobby,"Three balls of light flew back into the air from his pocket, revealing Dobby the house-elf, who had just Apparated into their midst.",Harry Potter And The Deathly Hallows,2999,other,30,"Dobby, Apparated"
Footsteps,Footsteps crossed the ceiling overhead: Draco marching Griphook to Bellatrix.,Harry Potter And The Deathly Hallows,3000,other,31,Draco
Dean,"There was another loud crack, and Dobby, Luna, Dean, and Ollivander vanished.",Harry Potter And The Deathly Hallows,3014,other,31,"Dobby, Luna, Dean"
Harry,Harry knew that the people in the drawing room were listening for more noises from the cellar.,Harry Potter And The Deathly Hallows,3017,other,31,Harry
Ron,Ron seized Wormtail’s wand arm and forced it upwards.,Harry Potter And The Deathly Hallows,3019,magic,31,Ron
Harry,"Harry slapped a hand to his mouth, muffling his voice.",Harry Potter And The Deathly Hallows,3019,other,31,Harry
Harry’S,Silently they struggled: Wormtail’s wand emitted sparks; his silver hand closed around Harry’s throat.,Harry Potter And The Deathly Hallows,3019,magic,31,Harry’s
Ron,"Ron called back, in a passable imitation of Wormtail’s wheezy voice.",Harry Potter And The Deathly Hallows,3021,other,31,"Ron, Wormtail"
Harry,"Harry choked, attempting to prise off the metal fingers.",Harry Potter And The Deathly Hallows,3022,other,31,Harry
Pettigrew,"Wandless, helpless, Pettigrew’s pupils dilated in terror.",Harry Potter And The Deathly Hallows,3025,magic,31,Pettigrew
Ron,"“Relashio!” said Ron, pointing the wand at the silver hand, but nothing happened; Pettigrew dropped to his knees, and at the same moment, Hermione gave a dreadful scream from overhead.",Harry Potter And The Deathly Hallows,3028,dialogue,31,"Relashio, Ron, Pettigrew, Hermione"
Pettigrew,"“Relashio!” said Ron, pointing the wand at the silver hand, but nothing happened; Pettigrew dropped to his knees, and at the same moment, Hermione gave a dreadful scream from overhead.",Harry Potter And The Deathly Hallows,3028,dialogue,31,"Relashio, Ron, Pettigrew, Hermione"
Ron,"Ron stood rigid, clutching Wormtail’s wand.",Harry Potter And The Deathly Hallows,3043,magic,31,Ron
Harry Potter,"The Dark Lord is coming, Harry Potter!",Harry Potter And The Deathly Hallows,3046,other,31,Harry Potter
Harry,"Harry knew it; his scar was bursting with the pain of it, and he could feel Voldemort flying through the sky from far away, over a dark and stormy sea, and soon he would be close enough to Apparate to them, and Harry could see no way out.",Harry Potter And The Deathly Hallows,3047,other,31,"Harry, Harry"
Harry Potter,"“Dobby is a free elf, and Dobby has come to save Harry Potter and his friends!”",Harry Potter And The Deathly Hallows,3056,other,31,"Dobby, Harry Potter"
Dobby,"“Dobby is a free elf, and Dobby has come to save Harry Potter and his friends!”",Harry Potter And The Deathly Hallows,3056,other,31,"Dobby, Harry Potter"
Harry’S,Harry’s scar was blinding him with pain.,Harry Potter And The Deathly Hallows,3057,other,31,Harry’s
Harry,"It was like sinking into an old nightmare; for an instant Harry knelt again beside Dumbledore’s body at the foot of the tallest tower at Hogwarts, but in reality he was staring at a tiny body curled upon the grass, pierced by Bellatrix’s silver knife.",Harry Potter And The Deathly Hallows,3072,other,31,"Harry, Hogwarts, Bellatrix"
Hogwarts,"It was like sinking into an old nightmare; for an instant Harry knelt again beside Dumbledore’s body at the foot of the tallest tower at Hogwarts, but in reality he was staring at a tiny body curled upon the grass, pierced by Bellatrix’s silver knife.",Harry Potter And The Deathly Hallows,3072,other,31,"Harry, Hogwarts, Bellatrix"
Harry,"The sea was rushing against the rock somewhere nearby; Harry listened to it while the others talked, discussing matters in which he could take no interest, making decisions, Dean carried the injured Griphook into the house, Fleur hurrying with them; now Bill was really knowing what he was saying.",Harry Potter And The Deathly Hallows,3075,other,31,"Harry, Dean, Fleur, Bill"
